,Police_Force_Name,Year,Quarter,Offence_Group,Number_of_Arrests,Arrests_Ranked,Region,Level_of_Lockdown
62982,Cheshire,2021,3,Sexual offences,5,(-0.001. 20.0],West Midlands,Medium
49227,South Wales,2019,1,Sexual offences,4,(-0.001. 20.0],South West,No Lockdown
68342,Greater Manchester,2021,3,Public order offences,1,(-0.001. 20.0],West Midlands,Medium
10993,Hampshire,2020,1,Theft offences,11,(-0.001. 20.0],South East,High
20894,South Wales,2020,1,Theft offences,13,(-0.001. 20.0],South West,High
40572,Kent,2019,1,Theft offences,2,(-0.001. 20.0],South East,No Lockdown
926,Lancashire,2020,1,Sexual offences,15,(-0.001. 20.0],West Midlands,High
61991,British Transport Police,2021,3,Sexual offences,5,(-0.001. 20.0],British Transport Police,Medium
28128,Avon and Somerset,2019,1,Violence against the person,36,(20.0. 40.0],South West,No Lockdown
45657,North Wales,2019,1,Theft offences,1,(-0.001. 20.0],South West,No Lockdown
106979,South Yorkshire,2021,1,Violence against the person,3,(-0.001. 20.0],East Midlands,Medium
18074,North Wales,2020,1,Violence against the person,24,(20.0. 40.0],South West,High
72583,Lincolnshire,2021,3,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
46687,Northamptonshire,2019,1,Violence against the person,28,(20.0. 40.0],East Midlands,No Lockdown
57594,Devon and Cornwall,2021,3,Violence against the person,233,(200. 300],South West,Medium
32684,Derbyshire,2019,1,Theft offences,1,(-0.001. 20.0],West Midlands,No Lockdown
32908,Devon and Cornwall,2019,1,Theft offences,9,(-0.001. 20.0],South West,No Lockdown
94122,Essex,2021,1,Theft offences,1,(-0.001. 20.0],South East,Medium
101027,Merseyside,2021,1,Theft offences,3,(-0.001. 20.0],West Midlands,Medium
37512,Gwent,2019,1,Criminal damage and arson,5,(-0.001. 20.0],South West,No Lockdown
71262,Lancashire,2021,3,Sexual offences,12,(-0.001. 20.0],West Midlands,Medium
96132,Gwent,2021,1,Criminal damage and arson,1,(-0.001. 20.0],South West,Medium
40747,Kent,2019,1,Drug offences,1,(-0.001. 20.0],South East,No Lockdown
73459,Merseyside,2021,3,Violence against the person,1,(-0.001. 20.0],West Midlands,Medium
36147,Gloucestershire,2019,1,Criminal damage and arson,1,(-0.001. 20.0],South West,No Lockdown
102683,Norfolk,2021,1,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
66766,Essex,2021,3,Sexual offences,1,(-0.001. 20.0],South East,Medium
77043,Nottinghamshire,2021,3,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
112564,Wiltshire,2021,1,Theft offences,206,(200. 300],South West,Medium
4016,Cambridgeshire,2020,1,Public order offences,1,(-0.001. 20.0],East Midlands,High
104901,Northumbria,2021,1,Public order offences,1,(-0.001. 20.0],North,Medium
51519,Surrey,2019,1,Violence against the person,12,(-0.001. 20.0],South East,No Lockdown
28160,Avon and Somerset,2019,1,Violence against the person,1,(-0.001. 20.0],South West,No Lockdown
64973,Devon and Cornwall,2021,3,Public order offences,3,(-0.001. 20.0],South West,Medium
69222,Hampshire,2021,3,Theft offences,1,(-0.001. 20.0],South East,Medium
30015,Cambridgeshire,2019,1,Theft offences,1,(-0.001. 20.0],East Midlands,No Lockdown
60477,West Mercia,2021,3,Theft offences,27,(20.0. 40.0],South West,Medium
71477,Lancashire,2021,3,Theft offences,15,(-0.001. 20.0],West Midlands,Medium
89407,Cambridgeshire,2021,1,Public order offences,6,(-0.001. 20.0],East Midlands,Medium
28437,Avon and Somerset,2019,1,Public order offences,5,(-0.001. 20.0],South West,No Lockdown
110077,Thames Valley,2021,1,Public order offences,77,(60.0. 80.0],South East,Medium
70775,Kent,2021,3,Theft offences,1,(-0.001. 20.0],South East,Medium
94074,Essex,2021,1,Theft offences,5,(-0.001. 20.0],South East,Medium
108295,Surrey,2021,1,Sexual offences,5,(-0.001. 20.0],South East,Medium
16313,Metropolitan Police,2020,1,Sexual offences,39,(20.0. 40.0],South East,High
84540,Cleveland,2021,1,Violence against the person,15,(-0.001. 20.0],North,Medium
219,Cheshire,2020,1,Public order offences,2,(-0.001. 20.0],West Midlands,High
60119,Surrey,2021,3,Public order offences,10,(-0.001. 20.0],South East,Medium
71651,Lancashire,2021,3,Violence against the person,4,(-0.001. 20.0],West Midlands,Medium
25574,Warwickshire,2020,1,Public order offences,19,(-0.001. 20.0],West Midlands,High
111803,West Yorkshire,2021,1,Sexual offences,112,(100.0. 120.0],East Midlands,Medium
73805,Metropolitan Police,2021,3,Theft offences,166,(160.0. 180.0],South East,Medium
5763,Cumbria,2020,1,Theft offences,1,(-0.001. 20.0],North,High
11861,Hertfordshire,2020,1,Violence against the person,3,(-0.001. 20.0],South East,High
57758,Durham,2021,3,Drug offences,22,(20.0. 40.0],North,Medium
75782,Northamptonshire,2021,3,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
21890,South Yorkshire,2020,1,Drug offences,1,(-0.001. 20.0],East Midlands,High
90976,Cumbria,2021,1,Drug offences,2,(-0.001. 20.0],North,Medium
92621,Dorset,2021,1,Violence against the person,2,(-0.001. 20.0],South West,Medium
26663,West Midlands,2020,1,Theft offences,1,(-0.001. 20.0],West Midlands,High
47813,Northumbria,2019,1,Sexual offences,2,(-0.001. 20.0],North,No Lockdown
85461,Humberside,2021,1,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
4869,Cheshire,2020,1,Public order offences,4,(-0.001. 20.0],West Midlands,High
74836,North Wales,2021,3,Violence against the person,45,(40.0. 60.0],South West,Medium
78648,South Yorkshire,2021,3,Public order offences,38,(20.0. 40.0],East Midlands,Medium
36137,Gloucestershire,2019,1,Criminal damage and arson,2,(-0.001. 20.0],South West,No Lockdown
112565,Wiltshire,2021,1,Theft offences,101,(100.0. 120.0],South West,Medium
97009,Hertfordshire,2021,1,Violence against the person,73,(60.0. 80.0],South East,Medium
78613,South Yorkshire,2021,3,Drug offences,1,(-0.001. 20.0],East Midlands,Medium
106753,South Yorkshire,2021,1,Criminal damage and arson,11,(-0.001. 20.0],East Midlands,Medium
31533,Cleveland,2019,1,Theft offences,6,(-0.001. 20.0],North,No Lockdown
65902,Durham,2021,3,Theft offences,1,(-0.001. 20.0],North,Medium
66509,Dyfed-Powys,2021,3,Public order offences,1,(-0.001. 20.0],South West,Medium
90269,Cleveland,2021,1,Theft offences,77,(60.0. 80.0],North,Medium
62441,Cambridgeshire,2021,3,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
11843,Hertfordshire,2020,1,Violence against the person,8,(-0.001. 20.0],South East,High
96972,Hampshire,2021,1,Public order offences,97,(80.0. 100.0],South East,Medium
31258,Cleveland,2019,1,Theft offences,2,(-0.001. 20.0],North,No Lockdown
51812,Surrey,2019,1,Sexual offences,3,(-0.001. 20.0],South East,No Lockdown
9741,Gloucestershire,2020,1,Violence against the person,2,(-0.001. 20.0],South West,High
79744,Suffolk,2021,3,Public order offences,9,(-0.001. 20.0],East Midlands,Medium
57991,Gloucestershire,2021,3,Public order offences,3,(-0.001. 20.0],South West,Medium
108511,Surrey,2021,1,Criminal damage and arson,3,(-0.001. 20.0],South East,Medium
53372,Thames Valley,2019,1,Sexual offences,1,(-0.001. 20.0],South East,No Lockdown
1860,Thames Valley,2020,1,Theft offences,6,(-0.001. 20.0],South East,High
85459,Humberside,2021,1,Violence against the person,10,(-0.001. 20.0],East Midlands,Medium
111645,West Midlands,2021,1,Public order offences,1,(-0.001. 20.0],West Midlands,Medium
88982,Cambridgeshire,2021,1,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
68525,Greater Manchester,2021,3,Drug offences,54,(40.0. 60.0],West Midlands,Medium
26780,West Midlands,2020,1,Criminal damage and arson,2,(-0.001. 20.0],West Midlands,High
69223,Hampshire,2021,3,Theft offences,1,(-0.001. 20.0],South East,Medium
8129,Durham,2020,1,Theft offences,3,(-0.001. 20.0],North,High
9693,Essex,2020,1,Public order offences,1,(-0.001. 20.0],South East,High
35446,Essex,2019,1,Theft offences,1,(-0.001. 20.0],South East,No Lockdown
55008,West Midlands,2019,1,Violence against the person,1,(-0.001. 20.0],West Midlands,No Lockdown
60031,Suffolk,2021,3,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
111267,West Midlands,2021,1,Sexual offences,24,(20.0. 40.0],West Midlands,Medium
9772,Gloucestershire,2020,1,Violence against the person,19,(-0.001. 20.0],South West,High
26004,West Mercia,2020,1,Theft offences,3,(-0.001. 20.0],South West,High
99116,Lancashire,2021,1,Theft offences,211,(200. 300],West Midlands,Medium
13276,Lancashire,2020,1,Violence against the person,6,(-0.001. 20.0],West Midlands,High
59692,South Wales,2021,3,Sexual offences,9,(-0.001. 20.0],South West,Medium
103601,North Yorkshire,2021,1,Violence against the person,6,(-0.001. 20.0],North,Medium
112383,Wiltshire,2021,1,Violence against the person,28,(20.0. 40.0],South West,Medium
16491,Metropolitan Police,2020,1,Theft offences,2,(-0.001. 20.0],South East,High
27692,West Yorkshire,2020,1,Drug offences,93,(80.0. 100.0],East Midlands,High
65122,Devon and Cornwall,2021,3,Drug offences,1,(-0.001. 20.0],South West,Medium
64886,Devon and Cornwall,2021,3,Theft offences,1,(-0.001. 20.0],South West,Medium
59169,Norfolk,2021,3,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
72567,Lincolnshire,2021,3,Theft offences,2,(-0.001. 20.0],East Midlands,Medium
24620,Thames Valley,2020,1,Sexual offences,2,(-0.001. 20.0],South East,High
12271,Humberside,2020,1,Theft offences,230,(200. 300],East Midlands,High
24993,Thames Valley,2020,1,Public order offences,23,(20.0. 40.0],South East,High
88970,Cambridgeshire,2021,1,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
17173,Norfolk,2020,1,Theft offences,28,(20.0. 40.0],East Midlands,High
89707,Cheshire,2021,1,Theft offences,1,(-0.001. 20.0],West Midlands,Medium
99470,Lancashire,2021,1,Public order offences,1,(-0.001. 20.0],West Midlands,Medium
80697,Sussex,2021,3,Criminal damage and arson,66,(60.0. 80.0],South East,Medium
43950,Metropolitan Police,2019,1,Theft offences,2,(-0.001. 20.0],South East,No Lockdown
66330,Dyfed-Powys,2021,3,Theft offences,15,(-0.001. 20.0],South West,Medium
19179,Northamptonshire,2020,1,Violence against the person,2,(-0.001. 20.0],East Midlands,High
23626,Surrey,2020,1,Violence against the person,276,(200. 300],South East,High
108296,Surrey,2021,1,Sexual offences,6,(-0.001. 20.0],South East,Medium
52495,Sussex,2019,1,Violence against the person,1,(-0.001. 20.0],South East,No Lockdown
82049,West Mercia,2021,3,Sexual offences,1,(-0.001. 20.0],South West,Medium
26882,West Midlands,2020,1,Violence against the person,466,(400. 500],West Midlands,High
18934,Northamptonshire,2020,1,Violence against the person,1,(-0.001. 20.0],East Midlands,High
96256,Gwent,2021,1,Violence against the person,5,(-0.001. 20.0],South West,Medium
86035,Metropolitan Police,2021,1,Public order offences,24,(20.0. 40.0],South East,Medium
62840,Cheshire,2021,3,Theft offences,2,(-0.001. 20.0],West Midlands,Medium
74135,Metropolitan Police,2021,3,Violence against the person,2216,Over 2000,South East,Medium
96294,Gwent,2021,1,Violence against the person,6,(-0.001. 20.0],South West,Medium
226,Cheshire,2020,1,Violence against the person,12,(-0.001. 20.0],West Midlands,High
61080,Avon and Somerset,2021,3,Theft offences,45,(40.0. 60.0],South West,Medium
100351,Lincolnshire,2021,1,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
99865,Leicestershire,2021,1,Theft offences,8,(-0.001. 20.0],East Midlands,Medium
90442,Cleveland,2021,1,Violence against the person,1,(-0.001. 20.0],North,Medium
11173,Hampshire,2020,1,Criminal damage and arson,132,(120.0. 140.0],South East,High
54781,West Midlands,2019,1,Violence against the person,17,(-0.001. 20.0],West Midlands,No Lockdown
25236,Warwickshire,2020,1,Violence against the person,86,(80.0. 100.0],West Midlands,High
31462,Cleveland,2019,1,Sexual offences,1,(-0.001. 20.0],North,No Lockdown
35674,Essex,2019,1,Theft offences,1576,(1500. 1600],South East,No Lockdown
5190,Cleveland,2020,1,Theft offences,1,(-0.001. 20.0],North,High
6491,Derbyshire,2020,1,Violence against the person,2,(-0.001. 20.0],West Midlands,High
38032,Hampshire,2019,1,Violence against the person,31,(20.0. 40.0],South East,No Lockdown
1523,South Wales,2020,1,Theft offences,3,(-0.001. 20.0],South West,High
38664,Hampshire,2019,1,Public order offences,2,(-0.001. 20.0],South East,No Lockdown
79662,Suffolk,2021,3,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
85278,Hampshire,2021,1,Violence against the person,2,(-0.001. 20.0],South East,Medium
108018,Suffolk,2021,1,Public order offences,5,(-0.001. 20.0],East Midlands,Medium
78324,South Yorkshire,2021,3,Public order offences,5,(-0.001. 20.0],East Midlands,Medium
83316,West Yorkshire,2021,3,Theft offences,467,(400. 500],East Midlands,Medium
97683,Humberside,2021,1,Theft offences,2,(-0.001. 20.0],East Midlands,Medium
63504,Cleveland,2021,3,Public order offences,4,(-0.001. 20.0],North,Medium
8854,Dyfed-Powys,2020,1,Violence against the person,7,(-0.001. 20.0],South West,High
100075,Leicestershire,2021,1,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
68512,Greater Manchester,2021,3,Drug offences,11,(-0.001. 20.0],West Midlands,Medium
108061,Suffolk,2021,1,Violence against the person,10,(-0.001. 20.0],East Midlands,Medium
8659,Dyfed-Powys,2020,1,Sexual offences,2,(-0.001. 20.0],South West,High
29468,British Transport Police,2019,1,Violence against the person,2,(-0.001. 20.0],British Transport Police,No Lockdown
52371,Sussex,2019,1,Theft offences,75,(60.0. 80.0],South East,No Lockdown
102370,Norfolk,2021,1,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
100916,Merseyside,2021,1,Sexual offences,1,(-0.001. 20.0],West Midlands,Medium
81865,Warwickshire,2021,3,Violence against the person,131,(120.0. 140.0],West Midlands,Medium
34665,Durham,2019,1,Sexual offences,19,(-0.001. 20.0],North,No Lockdown
42388,Lincolnshire,2019,1,Sexual offences,2,(-0.001. 20.0],East Midlands,No Lockdown
47908,Northumbria,2019,1,Theft offences,3,(-0.001. 20.0],North,No Lockdown
50368,Staffordshire,2019,1,Public order offences,10,(-0.001. 20.0],West Midlands,No Lockdown
84067,Wiltshire,2021,3,Violence against the person,7,(-0.001. 20.0],South West,Medium
74046,Metropolitan Police,2021,3,Public order offences,31,(20.0. 40.0],South East,Medium
37051,Greater Manchester,2019,1,Public order offences,3,(-0.001. 20.0],West Midlands,No Lockdown
32247,Derbyshire,2019,1,Theft offences,674,(600. 700],West Midlands,No Lockdown
47553,Northumbria,2019,1,Criminal damage and arson,1,(-0.001. 20.0],North,No Lockdown
9530,Essex,2020,1,Public order offences,15,(-0.001. 20.0],South East,High
72130,Leicestershire,2021,3,Criminal damage and arson,3,(-0.001. 20.0],East Midlands,Medium
7199,Devon and Cornwall,2020,1,Sexual offences,3,(-0.001. 20.0],South West,High
69490,Hertfordshire,2021,3,Violence against the person,219,(200. 300],South East,Medium
95399,Greater Manchester,2021,1,Theft offences,4,(-0.001. 20.0],West Midlands,Medium
53763,Warwickshire,2019,1,Theft offences,1,(-0.001. 20.0],West Midlands,No Lockdown
96510,Hampshire,2021,1,Sexual offences,6,(-0.001. 20.0],South East,Medium
341,Derbyshire,2020,1,Public order offences,1,(-0.001. 20.0],West Midlands,High
40035,Kent,2019,1,Violence against the person,25,(20.0. 40.0],South East,No Lockdown
98036,Humberside,2021,1,Violence against the person,175,(160.0. 180.0],East Midlands,Medium
46307,North Yorkshire,2019,1,Criminal damage and arson,20,(-0.001. 20.0],North,No Lockdown
86016,Metropolitan Police,2021,1,Sexual offences,82,(80.0. 100.0],South East,Medium
87868,Avon and Somerset,2021,1,Criminal damage and arson,1,(-0.001. 20.0],South West,Medium
88518,Bedfordshire,2021,1,Violence against the person,3,(-0.001. 20.0],South East,Medium
49680,South Yorkshire,2019,1,Public order offences,65,(60.0. 80.0],East Midlands,No Lockdown
110184,Warwickshire,2021,1,Sexual offences,1,(-0.001. 20.0],West Midlands,Medium
98554,Kent,2021,1,Violence against the person,1,(-0.001. 20.0],South East,Medium
63823,Cumbria,2021,3,Theft offences,1,(-0.001. 20.0],North,Medium
94279,Essex,2021,1,Public order offences,7,(-0.001. 20.0],South East,Medium
51720,Surrey,2019,1,Public order offences,10,(-0.001. 20.0],South East,No Lockdown
42411,Lincolnshire,2019,1,Violence against the person,3,(-0.001. 20.0],East Midlands,No Lockdown
89838,Cheshire,2021,1,Violence against the person,92,(80.0. 100.0],West Midlands,Medium
82127,West Mercia,2021,3,Theft offences,1,(-0.001. 20.0],South West,Medium
44739,Metropolitan Police,2019,1,Violence against the person,2,(-0.001. 20.0],South East,No Lockdown
82556,West Midlands,2021,3,Violence against the person,5,(-0.001. 20.0],West Midlands,Medium
44860,Norfolk,2019,1,Public order offences,1,(-0.001. 20.0],East Midlands,No Lockdown
91096,Derbyshire,2021,1,Sexual offences,4,(-0.001. 20.0],West Midlands,Medium
52173,Sussex,2019,1,Criminal damage and arson,1,(-0.001. 20.0],South East,No Lockdown
33344,Devon and Cornwall,2019,1,Sexual offences,4,(-0.001. 20.0],South West,No Lockdown
